Title,Languages,Score
Mathilde,Russian,5.4
Okis Movie,Korean,6.8
Il Mare,Korean,7.6
"Lovely, Still",English,7.1
Mapplethorpe: Look at the Pictures,English,7.5
Claires Camera,"Korean, English, French",6.5
Hello Carbot the Movie: The Cretaceous Period,Korean,8.7
Losers Adventure,,6.8
Alibi.com,French,6.5
Liz and the Blue Bird,"Japanese, English",7.2
Daytime Shooting Star,Japanese,6.8
Dance Sports Girls,Korean,7.7
Luna,French,6.4
Bleak Night,Korean,7.1
Attack on Titan: The Roar of Awakening,Japanese,8.1
Hahaha,Korean,6.7
Battle of Memories,Mandarin,6.5
Like You Know It All,Korean,7
Last Child,Korean,6.7
Brothers,"Hindi, English",6.5
Bathtubs Over Broadway,English,7.5
Tiny House Nation,English,7.2
Birds Without Names,Japanese,6.5
Regatta,Arabic,4.4
Tattah,Arabic,4.4
Gatao 2: Rise of the King,"Mandarin, Min Nan, Spanish, English",6.2
Antar: Son of Shadad,Arabic,3.9
Lions Heart,Arabic,3.3
Mid90s,English,7.4
Blue Iguana,English,5.6
Einmal bitte alles,German,6.3
Swing Kids,"Korean, English, Mandarin, Japanese",7.5
Peelers,English,4.1
Bunohan: Return to Murder,Malay,6
What If?,English,6.3
Abyss,Korean,7.1
The Writer,English,6.4
Here and Now,English,6.8
Last Breath,English,7.7
March of the Penguins 2: The Next Step,French,6.6
DC Super Hero Girls: Legends of Atlantis,English,4.2
Like Arrows,English,6.5
The Haunting of Sharon Tate,English,2.8
"Extremely Wicked, Shockingly Evil and Vile",English,6.6
The Last Summer,English,5.6
Despite Everything,"Spanish, French, English",5.4
All In My Family,,6.8
Jo Pil-ho: The Dawning Rage,Korean,6.3
Crime Diaries: Night Out,Spanish,7.3
Undercover,Dutch,7.9
Dead to Me,English,8
Tuca and Bertie,English,7.4
Flinch,English,4.2
La Vraie vie des profs,French,3.7
Diary of a Wimpy Kid: The Long Haul,"English, Spanish",4.3
Nils Holgersson,French,5.4
Pumpkin and Mayonnaise,Japanese,5.7
Prospect,English,6.3
Laatu,Punjabi,6.6
Interchange,"English, Malay",5.3
"Roswell, New Mexico",English,6.2
Status Update,English,5.7
The Little Stranger,English,5.5
Wildlife,English,6.8
Elliot the Littlest Reindeer,English,5.1
Munafik 2,Malay,6.2
Knock Down The House,English,7.1
Wrongfully Accused,English,6.2
John and Yoko: Above Us Only Sky,English,7.4
A Girl Called Rosemarie,German,6.4
White Boy Rick,English,6.5
Babar and the Adventures of Badou,English,6.7
Lostorage Wixoss,Japanese,5.5
Wkręceni 2,Polish,4.3
Wkręceni,Polish,4.5
Och Karol 2,Polish,4.3
Baby są jakieś inne,Polish,5.9
Witchcraft Works,Japanese,6.8
"7 rzeczy, ktorych nie wiecie o facetach",Polish,4.6
Jestem mordercą,Polish,6.7
Boruto: Naruto Next Generations,"English, Japanese",7
#Wszystko Gra,Polish,3.9
Karbala,"Polish, Russian, English, Arabic",6.2
Le Mac,French,6.1
French Spies,"French, English",4
Dance to Death,Russian,2.8
À Coup Sûr,French,4.6
I Am a Hero,Japanese,6.8
Two Graves,English,4.3
Sur Sapata,Marathi,7.6
Familiye,German,6.5
K: Missing Kings,Japanese,7.1
Pleasant Goat and Big Big Wolf - Flying Island: The Sky Adventure,Mandarin,4.8
Hidden in Plain Sight,English,4.2
The Wandering Earth,"Mandarin, English, Russian, French, Japanese, Korean, Indonesian, Hindi",6
Anthony Jeselnik: Fire in the Maternity Ward,English,7.2
Angel N Devil,,5.1
Hong Kong West Side Stories,Cantonese,7.5
A Home with A View,Cantonese,6
K.O.3an Guo,Mandarin,5.4
Burning,"Korean, English",7.5
The Christmas Trap,English,5.8
The Unthinkable,Swedish,6.1
Teen Aur Aadha,"Hindi, English, Marathi, Gujarati",6.7
CRD,"Hindi, English, French",6.4
Street Food,,8
Chambers,English,6.5
ReMastered: Devil at the Crossroads,English,7
Money Trap,Turkish,6
Tannbach - Schicksal eines Dorfes,German,7.6
The Legend of the Blue Sea,Korean,8.1
Ultraman X: Here It Comes! Our Ultraman,"Japanese, English",5.9
Njan Prakashan,Malayalam,7.7
Loving is Losing,Spanish,5.2
The Hateful Eight: Extended Version,"English, Spanish, French",7.8
Goosebumps 2: Haunted Halloween,English,5.6
Aurora,"Tagalog, Filipino",4.3
Gundermann,"German, Hungarian",7.3
Mario,"Swiss German, German",7.4
White Lily,Japanese,4.5
Non-Core,Japanese,6.6
Shattered Memories,English,4.1
Dawn of the Felines,Japanese,5.5
Love Station,Arabic,5.5
Amars Hands,Arabic,6
An Hour and a Half,Arabic,7.2
Omar and Salma 3,Arabic,3.8
Tchoupi,French,6.1
The First Purge,"English, French, Spanish",5.2
Fireflies,"English, Hindi",6.4
I Think You Should Leave with Tim Robinson,English,7.7
Les Légendaires,French,6.8
Down a Dark Hall,English,5.1
Teen Titans Go! To the Movies,English,6.8
Oceans 8,"English, Hindi, French, German, Mandarin",6.8
What a Man Wants,Korean,6.3
Rampant,"Korean, Mandarin, Dutch",6.3
Herstory,Korean,5.2
Microhabitat,Korean,7.4
The Last Resort,English,7.3
Conni and Co. 2,German,2.6
Time Trap,English,6.3
Geng: The Adventure Begins,"English, Malay",6
Grass Is Greener,,7.1
Siberia,"English, Russian",4.3
Maria Magdalena,Spanish,8.4
The Ruthless,Italian,6.1
Music Teacher,Hindi,6.3
A Fortunate Man,"Danish, German",7.2
Someone Great,English,6.2
Rilakkuma and Kaoru,,8.4
Brené Brown: The Call to Courage,,7.7
Lunatics,English,6.6
Bruder: Schwarze Macht,German,6.9
Das Pubertier,German,5.1
A 3 Minute Hug,Spanish,6.5
Sheikh Jackson,Arabic,7
My Dear Boy,Mandarin,8.1
KO One,"Mandarin, Min Nan",5.4
Demain Tout Commence,"French, English",7.4
My First First Love,Korean,7.6
Dining Together,Korean,6.9
Wise Mans Grandchild,Japanese,6.7
Warda,Arabic,4.1
Rohs Beauty,Arabic,3.5
Alarmoty in the Land of Fire,Arabic,4.5
Because Were Heading Out,Arabic,4
My Dog is My Guide,Arabic,3
30 Days of Luxury,Arabic,2.6
Detention Letter,Arabic,4.5
The Walls of the Moon,Arabic,5.7
Life Itself,"English, Spanish",6.8
HOMECOMING: A film by Beyoncé,English,7.5
Franco Escamilla: Bienvenido al mundo,Spanish,7.2
The Helpful Fox Senko-san,Japanese,6.8
Josie,English,5.1
De Film van Dylan Haegens,Dutch,4.3
Jonaki,"Bengali, English",7
Jonathan,English,5.9
Mile 22,"English, Russian, Indonesian, Filipino",6.1
The Happytime Murders,English,5.4
Mônica Toy,Portuguese,6
Super Monsters Furever Friends,English,5.7
Truth or Dare: Extended Directors Cut,"English, Spanish",5.2
Sarazanmai,,7
The New Romantic,English,5.7
"Abby Hatcher, Fuzzly Catcher",English,6.9
Blaze,English,6.6
No Good Nick,English,5.9
Muito Romantico,"German, Japanese, English",5.7
Elon Nao Acredita Na Morte,Portuguese,5.2
Shortcut Safari,Hindi,6.5
Urusei Yatsura: Only You,Japanese,6.8
Midnight Occult Civil Servants,Japanese,6.8
Shabd,Hindi,5.1
Rainbow Jelly,Bengali,7
The Pagemaster,English,6.1
Mumbai Matinee,"English, Hindi",5.2
Bollywood Calling,English,6.4
Ek Khiladi Ek Haseena,Hindi,5.7
Hazaaron Khwaishein Aisi,"Hindi, English",7.9
Jhankaar Beats,"Hindi, English",7.2
Generation Iron 3,,6.2
Thriller,English,3.6
Antidote,English,2.7
Dabbe 6: The Return,Turkish,5.6
Acusada,Spanish,6
Buffalo Boys,"Indonesian, English",5.8
The Perfect Date,English,5.8
Francesco De Carlo: Cose di Questo Mondo,Italian,6.5
Sous Les Jupes Des Filles,"French, English, Japanese",5.3
Who Would You Take to a Deserted Island?,"Spanish, English",5.3
A Land Imagined,"Bengali, English, Mandarin",6.3
Special,English,7.6
Huge in France,English,6.8
Mighty Little Bheem,,6.5
Locos de Amor 2,Spanish,5.3
If I Were a Boy,French,4.9
Demon Slayer: Kimetsu no Yaiba,Japanese,8.7
We Never Learn,Japanese,6.9
Oum le dauphin blanc,French,7.6
Kardeşim Benim 2,"Turkish, Georgian",4.5
Kardeşim Benim,Turkish,5.9
Ölümlü Dünya,Turkish,7.7
Il nome della rosa,"Italian, Latin, Occitan, English",7
Dabbe: Ci̇n Çarpmasi,Turkish,6.8
Dabbe 5: Zehr-i Cin,Turkish,6
Persona,"Korean, English",6.7
Black Summer,English,6.4
Fairy gone,Japanese,5.8
Liss Pereira: Reteniendo líquidos,Portuguese,6.6
The Silence,,2.9
You vs. Wild,English,6.7
Meatball Machine Kodoku,Japanese,5.8
"Why the hell are you here, Teacher!?",Japanese,6.3
Isekai Quartet,Japanese,7
CAROLE and TUESDAY,Japanese,7.9
Fruits Basket,"Japanese, English",8.4
Tully,English,7
Blockers,English,6.2
Mercy Black,English,4.9
The Oath,English,5.5
Realms,English,3.6
Men Behaving Badly,English,7.7
Legacies,English,7.5
Petta (Telugu Version),"Tamil, Hindi",7.2
The Great Battle,"Korean, Mandarin",7
Sarvam Thaala Mayam (Telugu Version),Tamil,7.5
Between Worlds,English,4.1
Unicorn Store,English,5.5
Sonsuz Aşk,Turkish,6.1
Quicksand,Swedish,7.5
Tijuana,Spanish,7.1
Our Planet,English,9.3
İkimizin Yerine,Turkish,6.1
Can Feda,Turkish,5.4
61 Days,Turkish,7.4
Rimba Racer,"English, Malay",8.2
Petta,"Tamil, Hindi",7.2
Lupt,Hindi,6
Alien Warfare,English,2.6
Backfire,English,3.5
Ricardo Quevedo: Los amargados somos más,Spanish,7.6
The Beguiled,"English, French",6.3
Jurassic World: Fallen Kingdom,"English, Russian",6.2
Possessed,Korean,6.9
Suzzanna: Buried Alive,Indonesian,5.6
Ziarno Prawdy,Polish,6.7
"Paul, Apostle of Christ",English,6.6
Król Życia,Polish,5.5
E-San Love Story,Thai,5.9
Non si ruba a casa dei ladri,"Italian, English, German",5.5
Crazy Beautiful You,"Filipino, Tagalog",7.2
Leave No Trace,English,7.2
Kevin Hart: Irresponsible,English,6.5
Ek Ladki Ko Dekha Toh Aisa Laga,Hindi,5.5
Suddenly Twenty,Thai,7.2
Hedgehogs,English,4.2
Snatched,"English, Spanish",4.5
Action Figures 2,English,7.6
Necrópolis,Portuguese,6.7
Novitiate,"English, American Sign Language, Latin",6.7
Ultraman,,6.9
The Witch: Part 1 - The Subversion,"Korean, English",7.1
The Negotiation,"Korean, English",6.7
El Paseo 5,Spanish,3.5
L Storm,"Cantonese, Mandarin, English",5.8
Rabiat,German,5.1
Monstrum,Korean,6.1
S.W.A.T.: Under Siege,English,4.6
Der letzte Lude,German,5.8
Lucky Luke,French,4.7
Manta Manta,"German, Turkish",5.7
Gevoel voor tumor,Dutch,8.5
In Vlaamse Velden,"Dutch, German, English, French",7.5
Colette,English,6.7
Sniper: Ultimate Kill,English,5.6
Po Prostu Przyjaźń,Polish,5.5
Overdrive,"English, French",5.4
Single Lady,Thai,6.4
Disco Polo,"Polish, English",5
Just Getting Started,English,4.5
Where Hands Touch,English,6.3
Take Me Home,Thai,5.6
Wind of Change,French,5.8
Golden Exits,English,5.8
Fonzy,"French, Spanish",5.2
Miss Happy,Thai,4.5
Joking Jazz 4G,Thai,3.8
Love O2O,Chinese,8
The Legend of Michael Mishra,,4.5
Pinky Memsaab,"Urdu, English, Punjabi, Bhojpuri",6.5
Ghost Is All Around,Thai,5.6
The Spy Who Fell to Earth,English,6.6
The Trap,Greek,8.3
I Am Maris,English,7.1
706,Hindi,5.3
Jagat,Tamil,6.9
Chiang Khan Story,Thai,7.2
Sicario: Day of the Soldado,"English, Spanish, American Sign Language, Arabic, Somali",7.1
The Spy Who Dumped Me,"English, Russian, French, Lithuanian, German",6
Black 47,"English, Irish",6.8
Detroit,English,7.3
Trailer Park Boys: The Animated Series,English,7.5
Touch,Japanese,7.8
Touch 2: The Farewell Gift,Japanese,4.7
Touch: The Ace Without a Number on His Back,Japanese,5.2
The Burial of Kojo,"Akan, English",6.5
Kudamm 59,German,7.9
Blaumacher,German,7.3
Friesland,German,7.1
Pablo,English,7.4
Venom,"English, Mandarin, Malay",6.7
McQueen,"English, French",7.8
The Miseducation of Cameron Post,English,6.6
15 August,,5.8
Bayonet,"English, Spanish, Finnish",5.7
The Legend of Cocaine Island,English,6.3
Bitter Daisies,"Gallegan, Spanish",7.1
Osmosis,French,5.9
The Highwaymen,"English, Spanish",6.9
Traitors,English,6.6
All American,English,7.7
Whisper,Korean,7.2
Insectibles,English,8.6
Verses of Love,"Indonesian, Arabic",7
Danur: I Can See Ghosts,Indonesian,5.4
Nate Bargatze: The Tennessee Kid,English,7.6
An Almost Perfect Town,Italian,6
American Made,"English, Spanish",7.2
Superlopez,Spanish,5.3
Piercing,English,5.6
Oversize Cops,Thai,5.9
Triple Threat,"English, Mandarin, Thai",5.6
The Death of Stalin,English,7.2
Mirage,Spanish,7.4
Crime Diaries: The Candidate,Spanish,7.6
Carlo and Malik,Italian,6.4
ReMastered: The Miami Showband Massacre,English,7
The Dirt,English,7
Charlies Colorforms City,,7.1
Selling Sunset,,6.3
Delhi Crime,"English, Hindi",8.5
Most Beautiful Thing,Portuguese,7.9
The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,"English, Spanish, Portuguese",7.5
Antoine Griezmann: The Making of a Legend,,6.5
Lascados,Portuguese,4.2
The Super Parental Guardians,"Filipino, Tagalog",4.4
Vince and Kath and James,"Filipino, Tagalog",6.9
The Unmarried Wife,"English, Filipino",6
The Amazing Praybeyt Benjamin,"Filipino, Tagalog, English, French",4.1
The Third Party,"Filipino, Tagalog",6.1
Alce and Alice,Portuguese,5.6
My Husband Wont Fit,Japanese,6.7
Villmark Asylum,Norwegian,5.2
Amy Schumer Growing,English,5.2
Social Animals,English,5.3
Ville-Marie,French,6
Slender Man,English,3.2
The Equalizer 2,"English, French, Turkish, Hebrew, Arabic, Spanish",6.7
All About Nina,English,6.1
Jeff Dunhams Very Special Christmas Special,English,7.5
Open Grave,English,6.2
Green Door,"Mandarin, Min Nan",6.2
Tag,"English, Spanish",6.5
Acrimony,English,5.8
Girl,English,4.8
Paskal,"Malay, English",6.8
Burn Out,French,6.2
If I Hadnt Met You,Catalan,7.7
Edoardo Ferrario: Temi Caldi,Italian,6.9
The Disappearance of Madeleine McCann,"English, Portuguese, Spanish",6.6
"Love, Death and Robots",English,8.5
Turn Up Charlie,English,7.1
Ritter Rost,German,4.7
YooHoo to the Rescue,,6.8
Familie Braun,German,7.5
Traffic Department,Polish,7.3
Gods,Polish,7.7
Plac Zabaw,Polish,6.2
New Initial D the Movie Legend 2: Racer,Japanese,7.5
The Student,English,4.4
Late Life: The Chien-Ming Wang Story,"English, Mandarin",7.2
Twinsanity,English,4
Chief Daddy,"English, Yoruba",5
Bombairiya,"Hindi, English",4.5
Mary Magdalene,"English, Hebrew",5.9
Seven Sundays,"Filipino, Tagalog",7.8
A Love Story,"Filipino, Tagalog",6.5
Barcelona: A Love Untold,"Filipino, Tagalog, Spanish",6.8
Everything About Her,"Filipino, Tagalog",7.1
Always Be My Maybe,"Filipino, Tagalog",6.8
Finally Found Someone,"Tagalog, Filipino",5.7
Triple Frontier,"English, Spanish, Portuguese",6.4
Gli ultimi saranno ultimi,Italian,6.1
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,,7.3
Lemon Tree Passage,English,4.1
All Saints,English,6.1
BoBoiBoy: The Movie,Malay,7.2
River Runs Red,"English, Mandarin, Spanish",4.6
Solis,English,4.7
On Chesil Beach,English,6.3
Serenity,"English, French",5.4
In a Relationship,English,5.5
After Life,English,8.4
Walk. Ride. Rodeo.,English,6.4
Juanita,"English, Spanish",6
Lady J,French,6.9
Formula 1: Drive to Survive,English,8.6
Shadow,English,4.6
Lord of Vermilion: The Crimson King,Japanese,5.1
The Solutrean,English,6.7
Hajwala 2: Mysterious Mission,"Arabic, English",3.8
The Order,English,6.8
Sisterakas,"Filipino, Tagalog",5.4
That Thing Called Tadhana,"Filipino, Tagalog",7.5
The Love Affair,"Filipino, Tagalog",6.3
Starting Over Again,"Filipino, Tagalog",7.1
American Idol,English,4.1
The Assassination of Gianni Versace,English,8.4
The Hard Way,English,4.8
Robin Hood: Schlitzohr von Sherwood,,7.7
The Bodyguard 2,"Thai, French",5.4
Alaska,"Italian, French",6.6
Pacific Rim: Uprising,"English, Mandarin, Russian",5.6
The Dawn Wall,English,8.1
No Other Woman,"Filipino, Tagalog",6.3
Everyday I Love You,"Filipino, Tagalog, English",7.1
Alles voor elkaar,Dutch,5.4
I Am,English,7.5
Tango,Arabic,7
No Mercy,English,6.1
Mees Kees Langs De Lijn,Dutch,6
Sarkar,Tamil,6.8
Zubaan,"Hindi, English, Punjabi",6.1
War Chhod Na Yaar,"Hindi, Urdu",5.4
Weapon of Choice,English,4.6
Sarkar,Tamil,6.8
Rokjesdag,Dutch,5.4
Dear Dad,Hindi,6.4
Contract,"Hindi, Urdu, Marathi, English",4.1
Pick of the Litter,English,7.5
The Snow Queen 3: Fire and Ice,Russian,6.1
The Incredible Story of the Giant Pear,"Danish, English",6.2
Budapest,"Hungarian, French, English",5.4
Eighth Grade,English,7.4
An Interview with God,English,5.8
Your Son,Spanish,6.1
The Boy Who Harnessed the Wind,"Arabic, Nyanja, English",7.6
All the Devils Men,English,5.1
Northern Rescue,English,7.1
RuPaul’s Drag Race: Untucked!,English,7.8
Cricket Fever: Mumbai Indians,,7.3
The Witness,Korean,6.5
Diary Of Tootsies,Thai,7.8
How to Talk to Girls at Parties,English,5.7
Sarvam Thaala Mayam (Tamil Version),Tamil,7.5
Gormiti,"English, Spanish, Italian",6
Als de dijken breken,"Dutch, Flemish",6.6
How to Be a Latin Lover,"English, Spanish",6
Paranormal Investigation,French,3.7
The Last Runway,Spanish,6
"2,215",Thai,7.8
BNK48: Girls Dont Cry,"Thai, Japanese",7.3
Isnt It Romantic,English,5.9
Ghost Killers vs Bloody Mary,Portuguese,5.5
Bad Samaritan,English,6.5
The King in Love,,7.2
May Who?,Thai,7.1
Searching,English,7.6
Youre My Boss,"Filipino, Tagalog",6.3
Shes Dating the Gangster,"Tagalog, Filipino",7.1
Quién te cantará,Spanish,7
The Breakup Playlist,"Filipino, English",6.5
The Mistress,"English, Filipino, Tagalog",6.3
Im not a robot,Korean,8
Pasta,Korean,7.7
Warm and Cozy,Korean,6.7
Arang and the Magistrate,Korean,7.5
Money Flower,Korean,6.7
Angry Mom,Korean,7.6
Evening Shadows,Hindi,7.1
Bride For Rent,"Filipino, Tagalog",6.4
Cant Help Falling in Love,"Filipino, Tagalog",7.2
Four Sisters and a Wedding,"Filipino, Tagalog",7.3
A Second Chance,"Filipino, Tagalog",7.1
It Takes a Man and a Woman,"Filipino, Tagalog",6.7
My Ex and Whys,"Filipino, Tagalog",6.2
Beauty and the Bestie,"Filipino, Tagalog, Japanese, Korean",4.8
Rise: Ini Kalilah,,4.9
Forever Enthralled,Mandarin,6.6
Hospital ship,Korean,6.2
The Scholar Who Walks the Night,Korean,7.3
Le Voyage de Ricky,English,5.8
The Emperor Owner of the Mask,Korean,7.4
The Swimmers,Thai,5.8
Coming Soon,Thai,6.1
Alone,"Korean, Thai",6.5
The King 2 Hearts,Korean,7.8
Second Act,"English, Mandarin",5.8
Heart Attack,Thai,7.7
Firebrand,Marathi,5.2
Paddleton,English,7.2
Paris Is Us,French,4.6
The Photographer Of Mauthausen,"Spanish, German",6.7
Bert Kreischer: The Machine,English,7.7
Anavitória: Araguaína - Las Vegas,Portuguese,7.2
Go! Live Your Way,Spanish,7
Shonar Pahar,Bengali,8.1
The Drug King,"Korean, Japanese",6.2
Revenge,"French, English",6.4
ThirTEEN Terrors,Thai,6.9
"Cinema, Aspirins and Vultures","Portuguese, German",7.4
Sadako vs. Kayako,Japanese,5.1
Patong Girl,"Thai, English, German",6.4
Transformer,English,7.4
El ángel,Spanish,7
Superfly,"English, Spanish, Cantonese",5.2
Zero,Hindi,5.4
Kevin James: Sweat the Small Stuff,English,7.5
Falsa identidad,Spanish,7.4
Hampstead,English,6
Life of the Party,English,5.6
Studio 54,English,7
Genius,Hindi,4.6
Rivers Edge,Japanese,6.2
Beethoven Virus,Korean,7.6
Three Girls,English,8.2
Hereditary,"English, Spanish",7.3
The Breaker Upperers,English,5.9
Larry Charles Dangerous World of Comedy,,7.3
Yucatán,"Spanish, Polish",5.5
The Umbrella Academy,English,8
A boyfriend for my wife,Portuguese,6.4
Natsumes Book of Friends,Japanese,8.1
Sea of Love,English,6.8
Pathfinder,"English, Icelandic",5.4
The Kirlian Frequency,Spanish,7.6
Magnolia,"English, German, French",8
Sur: The Melody of Life,Hindi,6.5
Neevevaro,Telugu,6.8
At Eternitys Gate,"English, French",6.9
Ugly Aur Pagli,Hindi,3.7
Pyaar Ke Side Effects,"Hindi, Bengali, English",6.7
Behind the Curve,English,6.5
Ayana,Kannada,7.7
Awe,Telugu,7.8
Chameli,Hindi,7
Fatso,Hindi,5.7
Candyflip,English,6
The 43,,7.2
Elizabeth Harvest,English,5.8
Hearts Beat Loud,English,6.9
Dating Around,,6.3
Dirty John,English,7.2
"Ken Jeong: You Complete Me, Ho",English,5.7
Period. End of Sentence.,"Hindi, English",7.4
Welcome Home,English,5.2
I Think Were Alone Now,English,5.7
We the Animals,English,6.9
Flavorful Origins,Mandarin,7.7
God Bless the Broken Road,English,5.6
Kevin Harts Guide to Black History,English,5.5
The Tree of Blood,Spanish,6.4
ReMastered: The Two Killings of Sam Cooke,English,7.3
High Flying Bird,English,6.2
Unauthorized Living,Spanish,7.5
Nailed It! Mexico,Spanish,6
Arbat,Thai,6.5
15+ ไอคิวกระฉูด,Portuguese,5.3
"Ray Romano: Right Here, Around the Corner",English,7.2
Bleeding Steel,"English, Mandarin",5.2
Eugenie Nights,Arabic,7.4
Action Point,English,5.1
7 Days in Entebbe,"English, German, French, Hebrew, Arabic",5.8
The Werewolf Game: Inferno,Japanese,6.1
Maudie,English,7.6
Await Further Instructions,English,4.8
Disappearance,,6.7
Fireworks,Japanese,5.6
Smetto Quando Voglio: Masterclass,"Italian, Russian, Latin",6.8
"The Fun, The Luck and The Tycoon",Cantonese,6.3
The Thirty Million Rush,"Cantonese, Mandarin",5.9
Ten Years,Cantonese,6.7
LEGO Marvel Super Heroes: Guardians of the Galaxy,English,6
LEGO Marvel Super Heroes: Black Panther,English,5.7
